攻击事件.*,Assets/Resources/Audio
蓝色刀剑.*,Assets/Resources/Audio
UI_loading_shalong2.*.*,Assets/Resources/Prefabs
CommonBG.*.*,Assets/Resources/UIImage/Summon
黑人_黑人.*.*,Assets/Resources/High/Avatar
Common.*,Assets/Resources/UI/Common
Icon.*,Assets/Resources/UI/Icon
GoodsIcon.*,Assets/Resources/UI/GoodsIcon
HeroIcon.*,Assets/Resources/UI/HeroIcon
SkillIcon.*,Assets/Resources/UI/SkillIcon
Tools.*,Assets/Resources/UI/Tools
HeroPieces.*,Assets/Resources/UI/HeroPieces
PiecesIcon.*,Assets/Resources/UI/PiecesIcon
Login.*,Assets/Resources/UI/Login
Loading.*,Assets/Resources/UI/Loading
ui_loading_guide_1.*,Assets/Resources/UIImage/Loading
HomeMap.*,Assets/Scenes
20528.*,Assets/Resources/UIImage/CompulsiveGuide
SummonDone.*,Assets/Resources/Prefabs
SummonDone_once.*,Assets/Resources/Prefabs
choukaqiu_lan.*,Assets/Resources/High/UIEffect
UI_choukabaodianlan.*,Assets/Resources/High/UIEffect
choukaqiu_zi.*,Assets/Resources/High/UIEffect
UI_choukabaodianzi.*,Assets/Resources/High/UIEffect
choukaqiu_jinse.*,Assets/Resources/High/UIEffect
UI_choukabaodianhuang.*,Assets/Resources/High/UIEffect
U_choukajiaoxia_huang.*,Assets/Resources/High/UIEffect
U_choukajiaoxia_zi.*,Assets/Resources/High/UIEffect
FormationAureGroup.*,Assets/Resources/Prefabs
Eff_shengji_new.*,Assets/Resources/High/UIEffect
Eff_shengxing_new.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxing.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBig.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBIG 1.*,Assets/Resources/High/UIEffect
Eff_zhuanzhi.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBigqiuti 1.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBigqiuti 2.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBigqiuti 3.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBigqiuti 4.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBigqiuti 5.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBigqiuti 6.*,Assets/Resources/High/UIEffect
UI_yingxiongshengxingBigqiuti 7.*,Assets/Resources/High/UIEffect
MapInOut.*,Assets/Resources/Prefabs
BattleLabel.*,Assets/Resources/UI/BattleLabel
FogRoot.*,Assets/Resources/HomeMap
BigFogRoot.*,Assets/Resources/HomeMap
BuildRoot.*,Assets/Resources/HomeMap
building_03.*,Assets/Resources/Building
building_02.*,Assets/Resources/Building
1.*,Assets/Resources/MapAtlas/MapBgN
1!a.*,Assets/Resources/MapAtlas/MapBgN
2.*,Assets/Resources/MapAtlas/MapBgN
2!a.*,Assets/Resources/MapAtlas/MapBgN
3.*,Assets/Resources/MapAtlas/MapBgN
3!a.*,Assets/Resources/MapAtlas/MapBgN
4.*,Assets/Resources/MapAtlas/MapBgN
4!a.*,Assets/Resources/MapAtlas/MapBgN
5.*,Assets/Resources/MapAtlas/MapBgN
5!a.*,Assets/Resources/MapAtlas/MapBgN
6.*,Assets/Resources/MapAtlas/MapBgN
6!a.*,Assets/Resources/MapAtlas/MapBgN
7.*,Assets/Resources/MapAtlas/MapBgN
7!a.*,Assets/Resources/MapAtlas/MapBgN
8.*,Assets/Resources/MapAtlas/MapBgN
8!a.*,Assets/Resources/MapAtlas/MapBgN
cloud.*,Assets/Resources/MapTile
4.*,Assets/Resources/MapAtlas/MapCloud
10.*,Assets/Resources/MapAtlas/MapCloud
21.*,Assets/Resources/MapAtlas/MapCloud
22.*,Assets/Resources/MapAtlas/MapCloud
11.*,Assets/Resources/MapAtlas/MapCloud
12.*,Assets/Resources/MapAtlas/MapCloud
7.*,Assets/Resources/MapAtlas/MapCloud
18.*,Assets/Resources/MapAtlas/MapCloud
13.*,Assets/Resources/MapAtlas/MapCloud
14.*,Assets/Resources/MapAtlas/MapCloud
8.*,Assets/Resources/MapAtlas/MapCloud
19.*,Assets/Resources/MapAtlas/MapCloud
9.*,Assets/Resources/MapAtlas/MapCloud
24.*,Assets/Resources/MapAtlas/MapCloud
15.*,Assets/Resources/MapAtlas/MapCloud
16.*,Assets/Resources/MapAtlas/MapCloud
6.*,Assets/Resources/MapAtlas/MapCloud
25.*,Assets/Resources/MapAtlas/MapCloud
5.*,Assets/Resources/MapAtlas/MapCloud
3.*,Assets/Resources/MapAtlas/MapCloud
17.*,Assets/Resources/MapAtlas/MapCloud
2.*,Assets/Resources/MapAtlas/MapCloud
23.*,Assets/Resources/MapAtlas/MapCloud
26.*,Assets/Resources/MapAtlas/MapCloud
20.*,Assets/Resources/MapAtlas/MapCloud
沙龙_世界.*,Assets/Resources/Avatar
Main.*,Assets/Resources/UI/Main
EquipIcon.*,Assets/Resources/UI/EquipIcon
WeaponIcon.*,Assets/Resources/UI/WeaponIcon
HangupSpineEff.*,Assets/Resources/High/SpineEffect
UI_longIcon.*,Assets/Resources/High/UIEffect
UI_wanjiajingyan.*,Assets/Resources/High/UIEffect
bgm_main3.*,Assets/Resources/Audio
Scene09.*,Assets/Scenes
BuffIcon.*,Assets/Resources/UI/BuffIcon
黑豹_刺客.*,Assets/Resources/High/Avatar
黑豹_刺客.*,Assets/Resources/Low/Avatar
黑豹_刺客.*,Assets/Resources/Avatar
乌龟_法师.*,Assets/Resources/High/Avatar
乌龟_法师.*,Assets/Resources/Low/Avatar
乌龟_法师.*,Assets/Resources/Avatar
UI_nuqiD.*,Assets/Resources/High/UIEffect
沙龙_战士.*,Assets/Resources/Low/Avatar
沙龙_战士.*,Assets/Resources/High/Avatar
Eff_wuguiFS_skill02Weap.*,Assets/Resources/High/Effects
Eff_shalongZS_skill02hit.*,Assets/Resources/High/Effects
Com_hitL.*,Assets/Resources/High/Effects
Eff_shalongZS_skill02self.*,Assets/Resources/High/Effects
Com_huoxijizhong.*,Assets/Resources/High/Effects
Eff_wuguiFS_skill01Weap.*,Assets/Resources/High/Effects
Eff_heibaoCK_skill02self.*,Assets/Resources/High/Effects
Eff_wuguiFS_skill02self.*,Assets/Resources/High/Effects
Eff_shalongZS_skill01.*,Assets/Resources/High/Effects
Eff_shalongZS_skill02.*,Assets/Resources/High/Effects
Eff_wuguiFS_skill02hit.*,Assets/Resources/High/Effects
Bullet_huoxizidan.*,Assets/Resources/High/Effects
Battle01_Camera_Animation.*,Assets/Resources/Prefabs
UI_Eff_chuchangyan.*,Assets/Resources/High/UIEffect
UI_Result_win_vfx.*,Assets/Resources/High/UIEffect
Result.*,Assets/Resources/UI/Result
BlackCurtain.*,Assets/Resources/Prefabs
Eff_baoqi.*,Assets/Resources/Prefabs
Eff_baoqi1.*,Assets/Resources/Prefabs
bgm_battle_dragon.*,Assets/Resources/Audio
Battle.*,Assets/Resources/UI/Battle
SceneProjector.*,Assets/Resources/Prefabs
沙龙_战士-怒吼-攻击CastAudio.*,Assets/Resources/Audio
Eff_shalong_yindaohou.*,Assets/Resources/High/Effects
CompulsiveGuide.*,Assets/Resources/UI/CompulsiveGuide
UI_yindaoquan3new.*,Assets/Resources/High/UIEffect
UI_eff_jujiao.*,Assets/Resources/High/UIEffect
25236.*,Assets/Resources/UIImage/CompulsiveGuide
ReadyGo.*,Assets/Resources/Audio
火球A.*,Assets/Resources/Audio
火系爆点A.*,Assets/Resources/Audio
沙龙_战士-普攻-攻击Cast.*,Assets/Resources/Audio
沙龙战士大招爆点1.*,Assets/Resources/Audio
ui_guide_1.*,Assets/Resources/UIImage/CompulsiveGuide
蓝色爆气.*,Assets/Resources/Audio
乌龟_法师-大招-攻击.*,Assets/Resources/Audio
乌龟法师大招爆点1.*,Assets/Resources/Audio
沙龙_战士-大招-攻击Cast.*,Assets/Resources/Audio
沙龙大招爆点.*,Assets/Resources/Audio
25236_2.*,Assets/Resources/UIImage/CompulsiveGuide
黄色刀剑.*,Assets/Resources/Audio
Eff_heibaoCK_skill02self1.*,Assets/Resources/High/Effects
沙龙_战士-逃跑-攻击CastAudio.*,Assets/Resources/Audio
Eff_shalong_yindaomove.*,Assets/Resources/High/Effects
guide_dragon_fly_in.*,Assets/Resources/Audio
bgm_main2.*,Assets/Resources/Audio
Team.*,Assets/Resources/UI/Formation
ui_open.*,Assets/Resources/Audio
taizishangyinying.*,Assets/Resources/High/UIEffect
UI_Eff_zhantaiyan.*,Assets/Resources/High/UIEffect
放下卡牌.*,Assets/Resources/Audio
Scene01.*,Assets/Scenes
UI_guankabianse.*,Assets/Resources/High/UIEffect
袋鼠_战士.*,Assets/Resources/High/Avatar
袋鼠_战士.*,Assets/Resources/Low/Avatar
袋鼠_战士.*,Assets/Resources/Avatar
黑豹_战士.*,Assets/Resources/High/Avatar
黑豹_战士.*,Assets/Resources/Low/Avatar
黑豹_战士.*,Assets/Resources/Avatar
Com_hitG.*,Assets/Resources/High/Effects
Eff_heibaoCK_skill01.*,Assets/Resources/High/Effects
Eff_heibaoZS_skill01.*,Assets/Resources/High/Effects
Eff_daishuZS_skill01.*,Assets/Resources/High/Effects
ui_guide_2.*,Assets/Resources/UIImage/CompulsiveGuide
bgm_battle1.*,Assets/Resources/Audio
黄色长柄.*,Assets/Resources/Audio
Com_siwang.*,Assets/Resources/High/Effects
战斗胜利.*,Assets/Resources/Audio
25231.*,Assets/Resources/UIImage/CompulsiveGuide
Summon.*,Assets/Resources/UI/Summon
U_huodexingxing.*,Assets/Resources/High/UIEffect
获得新英雄.*,Assets/Resources/Audio
猩猩_游侠.*,Assets/Resources/Low/Avatar
猩猩_游侠.*,Assets/Resources/High/Avatar
ShadowM.*,Assets/Resources/Materials
猩猩_游侠-showidle.*,Assets/Resources/Audio
Eff_xingxingYX_juexing.*,Assets/Resources/High/Effects
Scene_guaji_01.*,Assets/Resources/Prefabs/SceneGuaJi
HeroShadow.*,Assets/Resources/Prefabs
收集挂机资源.*,Assets/Resources/Audio
UI_lingqu.*,Assets/Resources/High/UIEffect
获得物品.*,Assets/Resources/Audio
UI_icon1.*,Assets/Resources/High/UIEffect
UI_icon4.*,Assets/Resources/High/UIEffect
UI_fenjiebaozha.*,Assets/Resources/High/UIEffect
UI_Effect_huishoujizhonghuang.*,Assets/Resources/High/UIEffect
收集金币.*,Assets/Resources/Audio
UI_Effect_huishoujizhong.*,Assets/Resources/High/UIEffect
收集水源.*,Assets/Resources/Audio
HeroList.*,Assets/Resources/UI/HeroList
HeroPanel.*,Assets/Resources/UI/HeroInfo
HeroSelect.*,Assets/Resources/Prefabs
UI_Duobaojiesuo.*,Assets/Resources/High/UIEffect
黑豹_刺客.*,Assets/Resources/Low/Avatar
黑豹_刺客.*,Assets/Resources/High/Avatar
黑豹_刺客-showidle.*,Assets/Resources/Audio
英雄升级.*,Assets/Resources/Audio
英雄升级成功.*,Assets/Resources/Audio
穿戴装备.*,Assets/Resources/Audio
UI_yijianhuanzhuang.*,Assets/Resources/High/UIEffect
猩猩_游侠.*,Assets/Resources/High/Avatar
猩猩_游侠.*,Assets/Resources/Low/Avatar
猩猩_游侠.*,Assets/Resources/Avatar
黑豹_法师.*,Assets/Resources/High/Avatar
黑豹_法师.*,Assets/Resources/Low/Avatar
黑豹_法师.*,Assets/Resources/Avatar
Com_nengliangshifa.*,Assets/Resources/High/Effects
Eff_huliyx_skill01self.*,Assets/Resources/High/Effects
Com_nengliangjizhongC.*,Assets/Resources/High/Effects
Bullet_zidan.*,Assets/Resources/High/Effects
Bullet_nengliangqiu.*,Assets/Resources/High/Effects
手枪子弹.*,Assets/Resources/Audio
黄色枪.*,Assets/Resources/Audio
能量球.*,Assets/Resources/Audio
能量系爆点C.*,Assets/Resources/Audio
bgm_main1.*,Assets/Resources/Audio
ui_Summon_BGimg_01.*,Assets/Resources/UIImage/Summon
ui_Summon_img_Desk.*,Assets/Resources/UIImage/Summon
ui_Summon_NPC_01.*,Assets/Resources/UIImage/Summon
黑豹_战士.*,Assets/Resources/Low/Avatar
黑豹_战士.*,Assets/Resources/High/Avatar
黑豹_战士-showidle.*,Assets/Resources/Audio
海象_游侠.*,Assets/Resources/Low/Avatar
海象_游侠.*,Assets/Resources/High/Avatar
海象_游侠-showidle.*,Assets/Resources/Audio
Eff_haixiangYX_zhanshi.*,Assets/Resources/High/Effects
ui_guide_3.*,Assets/Resources/UIImage/CompulsiveGuide
狗吼叫.*,Assets/Resources/Audio
海象_游侠.*,Assets/Resources/High/Avatar
海象_游侠.*,Assets/Resources/Low/Avatar
海象_游侠.*,Assets/Resources/Avatar
haixiang_YX_A_Weapon.*,Assets/Resources/High/QualityEffects/A
猴子_法师.*,Assets/Resources/High/Avatar
猴子_法师.*,Assets/Resources/Low/Avatar
猴子_法师.*,Assets/Resources/Avatar
松鼠_牧师.*,Assets/Resources/High/Avatar
松鼠_牧师.*,Assets/Resources/Low/Avatar
松鼠_牧师.*,Assets/Resources/Avatar
Com_hitH.*,Assets/Resources/High/Effects
Eff_haixiangYX_skill02hit.*,Assets/Resources/High/Effects
Com_huoxijizhongnew.*,Assets/Resources/High/Effects
Eff_songshuQS_skill01.*,Assets/Resources/High/Effects
Eff_haixiangYX_skill01_self.*,Assets/Resources/High/Effects
Bullet_paodan.*,Assets/Resources/High/Effects
海象_游侠-普攻-攻击.*,Assets/Resources/Audio
炮弹.*,Assets/Resources/Audio
火系爆点D.*,Assets/Resources/Audio
红色刀剑.*,Assets/Resources/Audio
海象_游侠-大招-攻击CastAudio.*,Assets/Resources/Audio
黄色爆气.*,Assets/Resources/Audio
海象_游侠-大招-攻击Cast.*,Assets/Resources/Audio
Eff_haixiangYX_skill02_self.*,Assets/Resources/High/Effects
海象游侠大招爆点.*,Assets/Resources/Audio
Eff_xingxingYX_skill02self.*,Assets/Resources/High/Effects
Eff_lingyangZS_skill02self.*,Assets/Resources/High/Effects
Eff_wuguiYX_skill01hit.*,Assets/Resources/High/Effects
Eff_heibaoZS_skill02hit.*,Assets/Resources/High/Effects
Eff_xingxingYX_skill02Weap.*,Assets/Resources/High/Effects
Eff_xingxingYX_skill02zidan.*,Assets/Resources/High/Effects
猩猩_游侠-大招-攻击Cast.*,Assets/Resources/Audio
猩猩游侠大招子弹.*,Assets/Resources/Audio
乌龟游侠小招爆点.*,Assets/Resources/Audio
黑豹战士大招爆点.*,Assets/Resources/Audio
Com_jiaxueC.*,Assets/Resources/High/Effects
guide_dragon_fly_out.*,Assets/Resources/Audio
building_28.*,Assets/Resources/Building
building_01.*,Assets/Resources/Building
Task.*,Assets/Resources/UI/Task
U_huoyuedulingquqidian1_lan.*,Assets/Resources/High/UIEffect
UI_baoixiangkelingqu.*,Assets/Resources/High/Effects
刺猬_法师.*,Assets/Resources/High/Avatar
刺猬_法师.*,Assets/Resources/Low/Avatar
刺猬_法师.*,Assets/Resources/Avatar
狮子_游侠.*,Assets/Resources/High/Avatar
狮子_游侠.*,Assets/Resources/Low/Avatar
狮子_游侠.*,Assets/Resources/Avatar
黑豹_牧师.*,Assets/Resources/High/Avatar
黑豹_牧师.*,Assets/Resources/Low/Avatar
黑豹_牧师.*,Assets/Resources/Avatar
袋鼠_牧师.*,Assets/Resources/High/Avatar
袋鼠_牧师.*,Assets/Resources/Low/Avatar
袋鼠_牧师.*,Assets/Resources/Avatar
老鼠_刺客.*,Assets/Resources/High/Avatar
老鼠_刺客.*,Assets/Resources/Low/Avatar
老鼠_刺客.*,Assets/Resources/Avatar
猩猩_刺客.*,Assets/Resources/High/Avatar
猩猩_刺客.*,Assets/Resources/Low/Avatar
猩猩_刺客.*,Assets/Resources/Avatar
老鼠_法师.*,Assets/Resources/High/Avatar
老鼠_法师.*,Assets/Resources/Low/Avatar
老鼠_法师.*,Assets/Resources/Avatar
普通魔法球落地.*,Assets/Resources/Audio
金色魔法球落地.*,Assets/Resources/Audio
BuildUpGrade.*,Assets/Resources/UI/BuildUpGrade
抓起卡牌.*,Assets/Resources/Audio
shizi_YX_A_Slot_4.*,Assets/Resources/High/QualityEffects/A
shizi_YX_A_Slot_3.*,Assets/Resources/High/QualityEffects/A
U_zhenyingjihuo.*,Assets/Resources/High/UIEffect
松鼠_战士.*,Assets/Resources/High/Avatar
松鼠_战士.*,Assets/Resources/Low/Avatar
松鼠_战士.*,Assets/Resources/Avatar
乌龟_牧师.*,Assets/Resources/High/Avatar
乌龟_牧师.*,Assets/Resources/Low/Avatar
乌龟_牧师.*,Assets/Resources/Avatar
乌龟_刺客.*,Assets/Resources/High/Avatar
乌龟_刺客.*,Assets/Resources/Low/Avatar
乌龟_刺客.*,Assets/Resources/Avatar
Eff_shiziYX_skill01.*,Assets/Resources/High/Effects
Eff_wuguiCK_skill01.*,Assets/Resources/High/Effects
Eff_wuguiQS_skill01.*,Assets/Resources/High/Effects
蓝色长柄.*,Assets/Resources/Audio
UpGrade.*,Assets/Resources/UI/UpGrade
ui_upgrade.*,Assets/Resources/Audio
UI_zhanlipinvfx.*,Assets/Resources/High/UIEffect
LevelUp_Eff.*,Assets/Resources/Prefabs
浣熊_刺客.*,Assets/Resources/High/Avatar
浣熊_刺客.*,Assets/Resources/Low/Avatar
浣熊_刺客.*,Assets/Resources/Avatar
Eff_shiziYX_skill02self.*,Assets/Resources/High/Effects
Eff_shiziYX_skill02b.*,Assets/Resources/High/Effects
Eff_shiziYX_skill02a.*,Assets/Resources/High/Effects
Eff_huanxiong_skill01.*,Assets/Resources/High/Effects
Eff_daisguQS_skill01.*,Assets/Resources/High/Effects
Eff_shiziYX_skill02hit.*,Assets/Resources/High/Effects
Com_duxijizhong.*,Assets/Resources/High/Effects
Bullet_nengliangqiulv.*,Assets/Resources/High/Effects
Eff_shiziYX_skill02zidan.*,Assets/Resources/High/Effects
毒球1.*,Assets/Resources/Audio
毒系爆点B.*,Assets/Resources/Audio
蓝色锤子.*,Assets/Resources/Audio
狮子_游侠-大招-攻击CastAudio.*,Assets/Resources/Audio
狮子_游侠-大招-攻击Cast.*,Assets/Resources/Audio
狮子游侠子弹.*,Assets/Resources/Audio
狮子游侠大招爆点.*,Assets/Resources/Audio
袋鼠_游侠.*,Assets/Resources/High/Avatar
袋鼠_游侠.*,Assets/Resources/Low/Avatar
袋鼠_游侠.*,Assets/Resources/Avatar
Eff_songshuZS_skill01.*,Assets/Resources/High/Effects
Com_hitI.*,Assets/Resources/High/Effects
Eff_daishuYX_skill01zidan.*,Assets/Resources/High/Effects
袋鼠游侠标枪小.*,Assets/Resources/Audio
绿色长柄.*,Assets/Resources/Audio
